Date,Time,Time(s),O2 Charge
2019-05-22,20:14:37,14129,-0.68099
2019-05-22,20:14:47,14139,-0.6946
2019-05-22,20:14:57,14149,-0.69155
2019-05-22,20:15:07,14159,-0.60707
2019-05-22,20:15:17,14169,-0.60492
2019-05-22,20:15:27,14179,-0.56483
2019-05-22,20:15:37,14189,-0.64408
2019-05-22,20:15:47,14199,-0.72323
2019-05-22,20:15:57,14209,-0.51737
2019-05-22,20:16:07,14219,-0.56269
2019-05-22,20:16:17,14229,-0.56483
2019-05-22,20:16:27,14239,-0.51203
2019-05-22,20:16:37,14249,-0.60173
2019-05-22,20:16:47,14259,-0.60707
2019-05-22,20:16:57,14269,-0.43822
2019-05-22,20:17:07,14279,-0.43289
2019-05-22,20:17:17,14289,-0.56483
2019-05-22,20:17:27,14299,-0.56788
2019-05-22,20:17:37,14309,-0.46828
2019-05-22,20:17:47,14319,-0.52028
2019-05-22,20:17:57,14329,-0.43811
2019-05-22,20:18:07,14339,-0.3838
2019-05-22,20:18:17,14349,-0.43811
2019-05-22,20:18:27,14359,-0.42604
2019-05-22,20:18:37,14369,-0.34841
2019-05-22,20:18:48,14380,-0.47803
2019-05-22,20:18:58,14390,-0.39892
2019-05-22,20:19:08,14400,-0.26915
2019-05-22,20:19:18,14410,-0.47134
2019-05-22,20:19:28,14420,-0.44116
2019-05-22,20:19:38,14430,-0.31444
2019-05-22,20:19:48,14440,-0.29932
2019-05-22,20:19:58,14450,-0.26702
2019-05-22,20:20:08,14460,-0.43579
2019-05-22,20:20:18,14470,-0.31444
2019-05-22,20:20:28,14480,-0.44116
2019-05-22,20:20:38,14490,-0.31444
2019-05-22,20:20:48,14500,-0.26319
2019-05-22,20:20:58,14510,-0.2179
2019-05-22,20:21:08,14520,-0.26835
2019-05-22,20:21:18,14530,-0.22478
2019-05-22,20:21:28,14540,-0.19078
2019-05-22,20:21:38,14550,-0.10019
2019-05-22,20:21:48,14560,-0.17566
2019-05-22,20:21:58,14570,-0.13557
2019-05-22,20:22:08,14580,-0.2261
2019-05-22,20:22:18,14590,-0.14548
2019-05-22,20:22:28,14600,--
2019-05-22,20:22:50,14622,--
2019-05-22,20:22:50,14622,-2.76926
2019-05-22,20:23:00,14632,-2.73643
2019-05-22,20:23:10,14642,-2.66004
2019-05-22,20:23:20,14652,-2.7818
2019-05-22,20:23:30,14662,-2.65823
2019-05-22,20:23:40,14672,-2.5819
2019-05-22,20:23:50,14682,-2.83587
2019-05-22,20:24:01,14693,-2.79674
2019-05-22,20:24:10,14702,-2.75761
2019-05-22,20:24:20,14712,-2.72043
2019-05-22,20:24:31,14723,-2.66613
2019-05-22,20:24:41,14733,-2.74554
2019-05-22,20:24:51,14743,-2.62779
2019-05-22,20:25:01,14753,-2.75761
2019-05-22,20:25:11,14763,-2.67314
2019-05-22,20:25:21,14773,-2.83552
2019-05-22,20:25:31,14783,-2.5797
2019-05-22,20:25:41,14793,-2.74751
2019-05-22,20:25:51,14803,-2.57618
2019-05-22,20:26:01,14813,-2.65757
2019-05-22,20:26:11,14823,-2.61842
2019-05-22,20:26:21,14833,-2.48862
2019-05-22,20:26:31,14843,-2.65757
2019-05-22,20:26:41,14853,-2.5731
2019-05-22,20:26:51,14863,-2.57855
2019-05-22,20:27:01,14873,-2.3619
2019-05-22,20:27:11,14883,-2.40414
2019-05-22,20:27:21,14893,-2.53394
2019-05-22,20:27:31,14903,-2.40414
2019-05-22,20:27:41,14913,-2.4917
2019-05-22,20:27:51,14923,-2.54548
2019-05-22,20:28:01,14933,-2.53937
2019-05-22,20:28:11,14943,-2.45794
2019-05-22,20:28:21,14953,-2.40959
2019-05-22,20:28:31,14963,-2.29107
2019-05-22,20:28:41,14973,-2.35834
2019-05-22,20:28:51,14983,-2.5795
2019-05-22,20:29:01,14993,-2.40058
2019-05-22,20:29:11,15003,-2.33122
2019-05-22,20:29:21,15013,-2.37863
2019-05-22,20:29:31,15023,-2.35834
2019-05-22,20:29:42,15034,-2.28898
2019-05-22,20:29:52,15044,-2.16435
2019-05-22,20:30:02,15054,-2.24369
2019-05-22,20:30:12,15064,-2.16743
2019-05-22,20:30:22,15074,-2.33428
2019-05-22,20:30:32,15084,-2.20145
2019-05-22,20:30:42,15094,-2.11697
2019-05-22,20:30:52,15104,-2.19243
2019-05-22,20:31:02,15114,-2.15845
2019-05-22,20:31:12,15124,-2.20145
2019-05-22,20:31:22,15134,-2.19243
2019-05-22,20:31:32,15144,-2.07627
2019-05-22,20:31:42,15154,-2.20084
2019-05-22,20:31:52,15164,-2.02347
2019-05-22,20:32:02,15174,-2.11621
2019-05-22,20:32:12,15184,-2.06266
2019-05-22,20:32:22,15194,-2.12002
2019-05-22,20:32:32,15204,-1.94437
2019-05-22,20:32:42,15214,-1.98123
2019-05-22,20:32:52,15224,-1.90193
2019-05-22,20:33:02,15234,-1.94054
2019-05-22,20:33:12,15244,-1.8983
2019-05-22,20:33:22,15254,-1.94054
2019-05-22,20:33:32,15264,-1.86278
2019-05-22,20:33:42,15274,-1.94437
2019-05-22,20:33:52,15284,-1.8983
2019-05-22,20:34:02,15294,-1.91037
2019-05-22,20:34:12,15304,-1.76852
2019-05-22,20:34:22,15314,-1.91342
2019-05-22,20:34:32,15324,-1.85606
2019-05-22,20:34:43,15335,-1.82589
2019-05-22,20:34:53,15345,-1.86813
2019-05-22,20:35:03,15355,-1.91037
2019-05-22,20:35:13,15365,-1.78365
2019-05-22,20:35:23,15375,-1.89611
2019-05-22,20:35:33,15385,-1.81382
2019-05-22,20:35:43,15395,-1.77843
2019-05-22,20:35:53,15405,-1.73468
2019-05-22,20:36:03,15415,-1.81382
2019-05-22,20:36:13,15425,-1.86594
2019-05-22,20:36:23,15435,-1.77843
2019-05-22,20:36:33,15445,-1.77995
2019-05-22,20:36:43,15455,-1.76636
2019-05-22,20:36:53,15465,-1.70527
2019-05-22,20:37:03,15475,-1.69244
2019-05-22,20:37:13,15485,-1.73771
2019-05-22,20:37:23,15495,-1.69244
2019-05-22,20:37:33,15505,-1.64791
2019-05-22,20:37:43,15515,-1.60567
2019-05-22,20:37:53,15525,-1.65322
2019-05-22,20:38:03,15535,-1.61774
2019-05-22,20:38:13,15545,-1.57245
2019-05-22,20:38:23,15555,-1.48426
2019-05-22,20:38:33,15565,-1.61098
2019-05-22,20:38:43,15575,-1.56343
2019-05-22,20:38:53,15585,-1.60567
2019-05-22,20:39:03,15595,-1.56874
2019-05-22,20:39:13,15605,-1.5265
2019-05-22,20:39:23,15615,-1.56874
2019-05-22,20:39:33,15625,-1.48426
2019-05-22,20:39:43,15635,-1.48426
2019-05-22,20:39:54,15646,-1.39977
2019-05-22,20:40:04,15656,-1.5265
2019-05-22,20:40:14,15666,-1.5265
2019-05-22,20:40:24,15676,-1.35223
2019-05-22,20:40:34,15686,-1.48728
2019-05-22,20:40:44,15696,-1.48728
2019-05-22,20:40:54,15706,-1.39977
2019-05-22,20:41:04,15716,-1.48728
2019-05-22,20:41:14,15726,-1.4028
2019-05-22,20:41:24,15736,-1.34546
2019-05-22,20:41:34,15746,-1.35753
2019-05-22,20:41:44,15756,-1.39073
2019-05-22,20:41:54,15766,-1.48728
2019-05-22,20:42:04,15776,-1.39073
2019-05-22,20:42:14,15786,-1.35076
2019-05-22,20:42:24,15796,-1.27608
2019-05-22,20:42:34,15806,-1.31529
2019-05-22,20:42:44,15816,-1.27305
2019-05-22,20:42:54,15826,-1.2693
2019-05-22,20:43:04,15836,-1.31832
2019-05-22,20:43:14,15846,-1.17952
2019-05-22,20:43:24,15856,-1.27608
2019-05-22,20:43:34,15866,-1.23686
2019-05-22,20:43:44,15876,-1.18176
2019-05-22,20:43:54,15886,-1.22177
2019-05-22,20:44:04,15896,-1.17347
2019-05-22,20:44:14,15906,-1.14255
2019-05-22,20:44:24,15916,-1.35676
2019-05-22,20:44:34,15926,-1.36661
2019-05-22,20:44:44,15936,-1.18779
2019-05-22,20:44:54,15946,-1.09504
2019-05-22,20:45:05,15957,-1.19159
2019-05-22,20:45:15,15967,-1.0973
2019-05-22,20:45:24,15976,-1.02415
2019-05-22,20:45:35,15987,-1.10863
2019-05-22,20:45:45,15997,-1.13728
2019-05-22,20:45:55,16007,-1.01056
2019-05-22,20:46:05,16017,-1.19079
2019-05-22,20:46:15,16027,-1.14255
2019-05-22,20:46:25,16037,-0.97134
2019-05-22,20:46:35,16047,-1.02415
2019-05-22,20:46:45,16057,-0.98191
2019-05-22,20:46:55,16067,-0.9291
2019-05-22,20:47:05,16077,-0.85215
2019-05-22,20:47:15,16087,-0.93664
2019-05-22,20:47:25,16097,-0.88383
2019-05-22,20:47:35,16107,-1.01359
2019-05-22,20:47:45,16117,-0.97134
2019-05-22,20:47:55,16127,-0.98191
2019-05-22,20:48:05,16137,-0.88535
2019-05-22,20:48:15,16147,-0.89742
2019-05-22,20:48:25,16157,-0.9291
2019-05-22,20:48:35,16167,-0.85821
2019-05-22,20:48:45,16177,-0.81294
2019-05-22,20:48:55,16187,-0.89742
2019-05-22,20:49:05,16197,-0.76767
2019-05-22,20:49:15,16207,-0.80087
2019-05-22,20:49:25,16217,-0.84311
2019-05-22,20:49:35,16227,-0.75863
2019-05-22,20:49:45,16237,-0.76767
2019-05-22,20:49:55,16247,-0.84985
2019-05-22,20:50:05,16257,-0.7707
2019-05-22,20:50:16,16268,-0.72846
2019-05-22,20:50:25,16277,-0.88838
2019-05-22,20:50:35,16287,-0.7707
2019-05-22,20:50:46,16298,-0.72846
2019-05-22,20:50:56,16308,-0.68621
2019-05-22,20:51:06,16318,-0.72628
2019-05-22,20:51:16,16328,-0.77372
2019-05-22,20:51:26,16338,-0.76385
2019-05-22,20:51:36,16348,-0.6319
2019-05-22,20:51:46,16358,-0.58966
2019-05-22,20:51:56,16368,-0.60476
2019-05-22,20:52:06,16378,-0.59806
2019-05-22,20:52:16,16388,-0.67717
2019-05-22,20:52:26,16398,-0.647
2019-05-22,20:52:36,16408,-0.77372
2019-05-22,20:52:46,16418,-0.59806
2019-05-22,20:52:56,16428,--
2019-05-22,20:53:18,16450,--
2019-05-22,20:53:18,16450,-3.05697
2019-05-22,20:53:28,16460,-2.95325
2019-05-22,20:53:38,16470,-2.95325
2019-05-22,20:53:48,16480,-3.00171
2019-05-22,20:53:58,16490,-2.99673
2019-05-22,20:54:08,16500,-3.04205
2019-05-22,20:54:18,16510,-3.17801
2019-05-22,20:54:28,16520,-3.05016
2019-05-22,20:54:38,16530,-2.9688
2019-05-22,20:54:48,16540,-2.95362
2019-05-22,20:54:58,16550,-2.96223
2019-05-22,20:55:08,16560,-2.95411
2019-05-22,20:55:18,16570,-2.91493
2019-05-22,20:55:28,16580,-3.0447
2019-05-22,20:55:38,16590,-2.90943
2019-05-22,20:55:48,16600,-2.99039
2019-05-22,20:55:59,16611,-2.82345
2019-05-22,20:56:09,16621,-2.81838
2019-05-22,20:56:19,16631,-3.03569
2019-05-22,20:56:29,16641,-2.99039
2019-05-22,20:56:39,16651,-2.91409
2019-05-22,20:56:49,16661,-2.87574
2019-05-22,20:56:59,16671,-2.91798
2019-05-22,20:57:09,16681,-2.89931
2019-05-22,20:57:19,16691,-2.8335
2019-05-22,20:57:29,16701,-2.91138
2019-05-22,20:57:39,16711,-2.83656
2019-05-22,20:57:49,16721,-2.91743
2019-05-22,20:57:59,16731,-2.75057
2019-05-22,20:58:09,16741,-2.74241
2019-05-22,20:58:19,16751,-2.74544
2019-05-22,20:58:29,16761,-2.7032
2019-05-22,20:58:39,16771,-2.69777
2019-05-22,20:58:49,16781,-2.7032
2019-05-22,20:58:59,16791,-2.69355
2019-05-22,20:59:09,16801,-2.78768
2019-05-22,20:59:19,16811,-2.66095
2019-05-22,20:59:29,16821,-2.61871
2019-05-22,20:59:39,16831,-2.56648
2019-05-22,20:59:49,16841,-2.7032
2019-05-22,20:59:59,16851,-2.69955
2019-05-22,21:00:09,16861,-2.56954
2019-05-22,21:00:19,16871,-2.48506
2019-05-22,21:00:29,16881,-2.53423
2019-05-22,21:00:39,16891,-2.52758
2019-05-22,21:00:49,16901,-2.57046
2019-05-22,21:00:59,16911,-2.66398
2019-05-22,21:01:10,16922,-2.49502
2019-05-22,21:01:19,16931,-2.47992
2019-05-22,21:01:29,16941,-2.35319
2019-05-22,21:01:40,16952,-2.57647
2019-05-22,21:01:50,16962,-2.48295
2019-05-22,21:02:00,16972,-2.52519
2019-05-22,21:02:10,16982,-2.44609
2019-05-22,21:02:20,16992,-2.44071
2019-05-22,21:02:30,17002,-2.44373
2019-05-22,21:02:40,17012,-2.36981
2019-05-22,21:02:50,17022,-2.32454
2019-05-22,21:03:00,17032,-2.48834
2019-05-22,21:03:10,17042,-2.40385
2019-05-22,21:03:20,17052,-2.41205
2019-05-22,21:03:30,17062,-2.32454
2019-05-22,21:03:40,17072,-2.27023
2019-05-22,21:03:50,17082,-2.35622
2019-05-22,21:04:00,17092,-2.32236
2019-05-22,21:04:10,17102,-2.39478
2019-05-22,21:04:20,17112,-2.23102
2019-05-22,21:04:30,17122,-2.22581
2019-05-22,21:04:40,17132,-2.28533
2019-05-22,21:04:50,17142,-2.20084
2019-05-22,21:05:00,17152,-2.18877
2019-05-22,21:05:10,17162,-2.20084
2019-05-22,21:05:20,17172,-2.40685
2019-05-22,21:05:30,17182,-2.19263
2019-05-22,21:05:40,17192,-2.1586
2019-05-22,21:05:50,17202,-2.10664
2019-05-22,21:06:00,17212,-2.06205
2019-05-22,21:06:10,17222,-2.01678
2019-05-22,21:06:20,17232,-2.15188
2019-05-22,21:06:30,17242,-2.10429
2019-05-22,21:06:41,17253,-2.10964
